tweet_id	text	created_at	retweet_count	user_id	screen_name	#followers	#followings	#statuses	keywords	hashtags	urls
780471718049681409	Heard firsthand at refugee camp in Turkey from victims of #Asad's appalling regime. UK committed £2.3bn to support… https://t.co/TijvvBaPTR	2016-09-26 18:18:52	321	3131144855	Boris Johnson	253222	45	418	[]	['Asad']	['https://twitter.com/i/web/status/780471718049681409']
780083113414254593	#Turkey is a vital partner to the UK. Pleased to visit for first time as Foreign Sec for talks with Govt, civil society &amp; #Syrian Opposition	2016-09-25 16:34:42	360	3131144855	Boris Johnson	253222	45	418	[]	['Turkey', 'Syrian']	[]
779998285926899712	RT @foreignoffice: Joint #Syria statement by @BorisJohnson &amp; Foreign Ministers of US, France, Germany, Italy &amp; EU High Representative https…	2016-09-25 10:57:37	122	3131144855	Boris Johnson	253222	45	418	[]	['Syria']	[]
779998181774024704	Met US, French, German, Italian counterparts &amp; EU High Rep in #Boston to discuss range of issues. Also agreed joint… https://t.co/WSPBN3OMsV	2016-09-25 10:57:12	167	3131144855	Boris Johnson	253222	45	418	[]	['Boston']	['https://twitter.com/i/web/status/779998181774024704']
779712476023754752	Unimaginable cruelty in #Aleppo: 140+ civilians massacred in last 24 hrs, 100s trapped by rubble. #Russia must stop abetting #Assad	2016-09-24 16:01:55	874	3131144855	Boris Johnson	253222	45	418	[]	['Aleppo', 'Russia', 'Assad']	[]
779438800036630532	RT @UKinBoston: .@BorisJohnson meets #Boston #LifeSciences cluster companies: UK has world-leading research, @NHSEngland, @PGPUK_genomes #G…	2016-09-23 21:54:25	64	3131144855	Boris Johnson	253222	45	418	[]	['Boston', 'LifeSciences']	[]
779383016229638145	"RT @AntoniaRomeoUK: Foreign Sec @BorisJohnson meets major Boston-based asset managers &amp; insurance cos: ""#GlobalBritain will lengthen lead a…"	2016-09-23 18:12:45	44	3131144855	Boris Johnson	253222	45	418	[]	['GlobalBritain']	[]
779365382935175168	In #Boston promoting #GlobalBritain. Enjoyable mtg w/ Governor of Massachusetts Charlie Baker about strong &amp; growin… https://t.co/yflIkA3GHe	2016-09-23 17:02:41	139	3131144855	Boris Johnson	253222	45	418	[]	['Boston', 'GlobalBritain']	['https://twitter.com/i/web/status/779365382935175168']
779351063111630848	My #UNGA71 also covered #IranDeal #Libya #Somalia #Yemen &amp; valuable bilaterals w/ counterparts from around the worl… https://t.co/JNovAuz6Ql	2016-09-23 16:05:47	71	3131144855	Boris Johnson	253222	45	418	[]	['UNGA71', 'IranDeal', 'Libya', 'Somalia', 'Yemen']	['https://twitter.com/i/web/status/779351063111630848']
779348264814608384	Farewell #UNGA71 after a busy 4 days including speeches to the #UNSC &amp; mtgs on #DaeshJustice #AviationSecurity… https://t.co/MSLA98jzX4	2016-09-23 15:54:40	92	3131144855	Boris Johnson	253222	45	418	[]	['UNGA71', 'UNSC', 'DaeshJustice', 'AviationSecurity']	['https://twitter.com/i/web/status/779348264814608384']
779098681526083584	RT @foreignoffice: WATCH: Foreign Sec Boris Johnson on @UN Facebook Live at #UNGA: https://t.co/whErNgar8D https://t.co/ghwxBEStp1	2016-09-22 23:22:55	42	3131144855	Boris Johnson	253222	45	418	[]	['UNGA']	['http://bit.ly/UKFS-UN']
778979530992128000	V pleased that #UNSC has just approved unanimously UK-drafted resolution to protect civil aviation from terrorism… https://t.co/98FTQ7wHEQ	2016-09-22 15:29:27	282	3131144855	Boris Johnson	253222	45	418	[]	['UNSC']	['https://twitter.com/i/web/status/778979530992128000']
