user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
michaelgove	17009067	venetiab	1457	742	315
michaelgove	366656774	tonygallagher	26778	306	6291
michaelgove	527631465	TiffDaneff	575	274	319
michaelgove	24745630	TaraDH1	326	155	1152
michaelgove	41352431	susannahherbert	1455	1429	880
michaelgove	21174263	stevedouble	3291	1200	6638
michaelgove	224162474	TheHomemadeComp	1282	561	1573
michaelgove	47138713	SantaMontefiore	3021	43	1898
michaelgove	22146373	SamCoatesTimes	47186	3323	16056
michaelgove	586518690	RosemaryRighter	9	1	0
michaelgove	87180626	RosieDBennett	3194	718	846
michaelgove	237087413	Silva	12266	1459	6297
michaelgove	3368847939	RobertNeill11	9	21	0
michaelgove	372307164	hardmanr	352	32	18
michaelgove	1002131864	RobertElegant	14	46	1
michaelgove	574375765	RobbieTimes	2091	721	1106
michaelgove	22473286	RobbieGibb	13006	507	8058
michaelgove	1454200969	RachelKellyNet	4699	177	6047
michaelgove	3687130162	thequentinletts	5133	2	707
michaelgove	237297524	Pwebstertimes	6358	763	3764
michaelgove	544397215	PCollinsTimes	33604	207	9738
michaelgove	109221109	oliver_wright	6221	928	3291
michaelgove	20990007	octaviusblack	3030	700	7466
michaelgove	9260332	nigelmp	2209	770	1152
michaelgove	97009276	normblog	3328	1418	15248
michaelgove	1215340633	jealnicola	811	76	457
michaelgove	130085607	nickhurdrnp	5849	16	273
michaelgove	469187947	BolesNick	261	346	4
michaelgove	121127090	nadhimzahawi	17359	1574	12889
michaelgove	236353458	MustBeRead	7154	2	19486
michaelgove	3183943337	MelJStride	5	0	0
michaelgove	361755825	Max_Kirsten	60008	475	3660
michaelgove	19825835	MattHancockMP	27034	748	9459
michaelgove	138527390	MASieghart	16968	1174	14809
michaelgove	118626543	Marthakearney	295860	1246	9477
michaelgove	429751008	Mark_J_Harper	6350	307	1010
michaelgove	70796349	margot_james_mp	12563	958	5315
michaelgove	1711802420	LewisMKTweet	31	381	0
michaelgove	716105392468717572	Laviniachobham1	3	0	0
michaelgove	19407599	kitmalthouse	4244	363	1279
michaelgove	211675022	Miss_Snuffy	5134	633	5087
michaelgove	611793907	Justine_Roberts	6956	744	2234
michaelgove	761247747303497728	Preston430J	7	0	1
michaelgove	75522955	CashJoanne	1379	404	2131
michaelgove	148656156	JessicaCecil	139	168	139
michaelgove	44861159	gemimsy	1139	637	4004
michaelgove	60845623	naughtiej	30371	262	298
michaelgove	166712218	BBCJLandale	51400	486	1667
michaelgove	217148014	JakeBerry	11337	4508	4770
michaelgove	110437588	iainmartin1	43079	1769	46783
michaelgove	5838002	IainDale	81275	2295	62503
michaelgove	295813173	huwsteenis	435	230	236
michaelgove	23304360	HenryDimbleby	17449	1503	24421
michaelgove	4329659435	TrefgarneGeorge	7	0	0
michaelgove	759038338452062208	gen_comms	129	241	47
michaelgove	312459570	elliotttimes	5830	781	1600
michaelgove	55561796	emmatimes2	5299	617	1584
michaelgove	204387576	EleanorMills	9050	1143	4589
michaelgove	25097735	DouglasCarswell	52018	1365	35487
michaelgove	863301830	TimesKennedy	1395	447	1263
michaelgove	545056318	d_stenhouse	262	671	649
michaelgove	705511325984804864	DavidSaxbySW6	15	54	44
michaelgove	973005421	DJack_Journo	5034	1425	35654
michaelgove	70664947	DCBMEP	8617	5762	13245
michaelgove	185790986	cmackinlay	4590	924	2383
michaelgove	1224654908	CsoCraig	27	300	5
michaelgove	250780210	ChristianFraser	10356	1265	7210
michaelgove	6642822	chrislockwd	843	148	1109
michaelgove	259173756	charliemcveigh	750	781	763
michaelgove	26534706	CharlesPEBrooks	2691	337	151
michaelgove	763047432569651200	Change_Britain	3934	151	241
michaelgove	47583917	cathynewman	124406	597	16223
michaelgove	383238347	cj_dinenage	9245	710	6755
michaelgove	408652154	carolineartis	201	164	878
michaelgove	20155818	harrisonbridget	353	109	240
michaelgove	27507466	odonnellb	233	201	27
michaelgove	222762589	bernardjenkin	13320	487	3709
michaelgove	19135989	wpbenjamin	2184	350	999
michaelgove	19349358	AnneAshworth	17963	1443	7272
michaelgove	1944466748	toryboypierce	24175	694	4658
michaelgove	600449475	AllieEsiri	3188	391	2843
michaelgove	630908291	aliceTTimes	3096	216	307
michaelgove	492285158	ITVAllegra	49393	2956	2274
michaelgove	19644592	campbellclaret	359754	7527	40972
michaelgove	44627918	lewis_baston	3390	1819	10625
