user_screen_name	friend_id	friend_screen_name	friends_#followers	friends_#followings	friends_#statuses
David_Cameron	43335637	MotabilityFun	1009	88	400
David_Cameron	303855479	TheLoombaFndtn	1057	1003	1174
David_Cameron	59761262	KIDScharity	14574	1762	4617
David_Cameron	21520519	VersusCancer	984	114	29
David_Cameron	114496818	ChippyLido	1429	493	1440
David_Cameron	299674898	EpilepsyRUK	5884	692	2932
David_Cameron	87454049	epilepsysociety	16564	2003	11534
David_Cameron	482866177	Tobias_Ellwood	11486	352	1679
David_Cameron	397160160	SMcPartlandMP	3985	205	1263
David_Cameron	871469846	PeterBoneMP	9892	122	1334
David_Cameron	831250927	martinvickersmp	4511	339	357
David_Cameron	475884318	AmberRudd_MP	25213	2117	2920
David_Cameron	52412027	MarkPawsey	3628	264	3233
David_Cameron	903985238	HugoSwire	16104	784	4511
David_Cameron	141636742	MaryMacleod4MP	2020	1	2
David_Cameron	810372954	scrabbmp	21055	925	3444
David_Cameron	326184301	Anna_Soubry	25796	432	5420
David_Cameron	134738764	Craig_Whittaker	1181	38	64
David_Cameron	19825835	MattHancockMP	27034	748	9459
David_Cameron	50714939	theresecoffey	12800	521	28045
David_Cameron	143386976	GuyOpperman	8192	1637	10645
David_Cameron	80968760	AMMorrisMP	9315	598	2112
David_Cameron	103879974	Geoffrey_Cox	10298	468	891
David_Cameron	17298241	DavidEvennett	8283	510	580
David_Cameron	255998767	peter_aldous	5998	284	1074
David_Cameron	100520303	BillCashMP	3255	0	102
David_Cameron	28087982	ben4ipswich	13430	415	7570
David_Cameron	88974929	ChrisWhite_MP	12312	3076	4215
David_Cameron	130508206	edwardleighac	530	4	0
David_Cameron	258834854	PaulUppalWSW	2082	343	907
David_Cameron	15133808	PaulMaynardMP	15060	8298	3953
David_Cameron	295807687	CherylGillanMP	8544	1045	6197
David_Cameron	81857654	MarkFieldMP	6969	19	1044
David_Cameron	78562045	HighPeakAndrew	7658	606	1910
David_Cameron	269788397	SteveBarclayMP	7707	404	1985
David_Cameron	158315486	JohnPenroseNews	37790	27780	2305
David_Cameron	113043462	pauluppal	436	4	1
David_Cameron	388250401	conorburns_mp	10910	856	4755
David_Cameron	15453062	gregknightmp	3830	143	2044
David_Cameron	373442908	glyndaviesmp	6062	580	9322
David_Cameron	436576452	cskidmoremp	7001	507	1726
David_Cameron	462856853	PennyMordauntMP	18242	1008	9781
David_Cameron	187632184	Davidmpmorris	6708	996	3902
David_Cameron	804596460	MPritchardMP	5791	1107	2453
David_Cameron	14561015	damianhindsmp	7596	1179	1788
David_Cameron	21744895	HeatherWheeler	8984	469	1651
David_Cameron	19619404	JasonMcCartney	14359	7066	20116
David_Cameron	54515428	CharlieElphicke	10014	1493	6228
David_Cameron	78702900	Jesse_Norman	18753	1424	9096
David_Cameron	19087569	Pauline_Latham	9226	593	2308
David_Cameron	18627119	sheryllmurray	9343	287	3514
David_Cameron	70796349	margot_james_mp	12563	958	5315
David_Cameron	100260784	iainastewart	9232	371	1698
David_Cameron	131517399	Andrew4Pendle	15171	4067	14963
David_Cameron	113585486	PeterJLuff	7490	583	5139
David_Cameron	108935576	geraldhowarth	6973	163	745
David_Cameron	118984824	Stewart4Pboro	17609	4307	20714
David_Cameron	111013369	nickherbertmp	13567	277	3164
David_Cameron	20132840	AndrewRosindell	6853	1121	1412
David_Cameron	108587399	timloughton	14196	326	12060
David_Cameron	34244239	RobWilson_RDG	10074	1577	17237
David_Cameron	22031058	AdamAfriyie	8065	646	1260
David_Cameron	130092487	AlecShelbrooke	8958	423	6113
David_Cameron	131120978	JDjanogly	8751	1050	1683
David_Cameron	131926473	RoryStewartUK	26828	653	4821
David_Cameron	60585651	nicolablackwood	12421	1258	2272
David_Cameron	62613162	tracey_crouch	18065	670	9529
David_Cameron	93880122	johnredwood	15882	194	2765
David_Cameron	55253731	SamGyimah	14235	1370	5167
David_Cameron	155892458	JamesMorrisHRR	4250	1357	2226
David_Cameron	222477026	agriffithsmp	10519	665	11459
David_Cameron	41901500	davidburrowesmp	8901	885	2234
David_Cameron	14883354	racheljoyce	4012	2621	13527
David_Cameron	144929619	nickhurdmp	16096	1382	5249
David_Cameron	66774405	MarkReckless	22784	609	10371
David_Cameron	85110055	TonyBaldry	4206	103	821
David_Cameron	124170781	JamesDuddridge	10884	5311	3821
David_Cameron	19058678	Mike_Fabricant	23857	966	41201
David_Cameron	383238347	cj_dinenage	9245	710	6755
David_Cameron	125312818	PhilipDaviesMP	14303	2904	11898
David_Cameron	859731314	AnneCMcIntosh	5840	6184	2488
David_Cameron	222419520	JohnStevensonMP	4960	198	545
David_Cameron	76650839	AlunCairns	8788	1134	7147
David_Cameron	26796376	karlmccartney	8525	238	46945
David_Cameron	19758148	halfon4harlowMP	22000	3957	35116
David_Cameron	532241033	LiamFoxMP	28981	1145	2202
David_Cameron	19858924	Michael_Ellis1	5352	140	1556
David_Cameron	90646214	AndrewSelous	9688	287	1076
David_Cameron	606306570	DavidRutleyMP	6688	1103	1838
David_Cameron	422184091	damiangreenmp	8486	744	3349
David_Cameron	188332701	Laura_Sandys	10184	2424	8906
David_Cameron	222762589	bernardjenkin	13320	487	3709
David_Cameron	22159580	ZacGoldsmith	63436	738	10424
David_Cameron	58922682	danielbyles	7571	2161	21422
David_Cameron	20226550	Mark4WyreForest	7924	476	2587
David_Cameron	14395178	grahamstuart	9415	2481	3451
David_Cameron	154943205	Mark_Spencer	8832	792	4061
David_Cameron	173065787	Hove_business	3889	494	6
David_Cameron	102958885	DavidNuttallMP	6179	697	1367
David_Cameron	417975170	JeremyLefroyMP	6539	1875	3028
David_Cameron	209029473	carolinenokes	6605	326	6734
David_Cameron	15157283	SteveBakerHW	15934	1818	21506
David_Cameron	385936104	GrahamEvansMP	7373	1955	10973
David_Cameron	217148014	JakeBerry	11337	4508	4770
David_Cameron	554602188	stroud_neil	6598	1986	7185
David_Cameron	242943134	GavinBarwellMP	14603	1647	14119
David_Cameron	631874663	CLeslieMP	10953	1389	8549
David_Cameron	14758838	DamianCollins	10675	4946	6218
David_Cameron	36664451	JohnGlenMP	11679	1365	959
David_Cameron	95646830	claire4devizes	12643	3158	5378
David_Cameron	22282116	simonreevell	2683	29	535
